gen_model,embed_model,api_price_per_1k,hourly_price,cost_difference,api_cost,local_cost,export_timestamp,export_timestamp_readable
gemma3:12b,embeddinggemma,0.0002,0.1,-8.780423791486828e-05,0.003167,0.003254804237914868,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0006000000000000001,0.2899999999999999,6.206771004688746e-05,0.009501,0.009438932289953114,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0007000000000000001,0.33999999999999986,1.8165591089454834e-05,0.011084500000000002,0.011066334408910545,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0008,0.3899999999999999,-2.5736527867982126e-05,0.012668,0.01269373652786798,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0009000000000000001,0.43999999999999984,-6.963864682541128e-05,0.014251500000000002,0.014321138646825413,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0013000000000000002,0.6299999999999997,8.023330113634229e-05,0.020585500000000003,0.020505266698863656,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0014000000000000002,0.6799999999999997,3.633118217890967e-05,0.022169000000000005,0.02213266881782109,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0015,0.7299999999999996,-7.5709367785246895e-06,0.023752500000000003,0.023760070936778524,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0016,0.7799999999999997,-5.147305573596078e-05,0.025336,0.025387473055735958,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0017000000000000001,0.8299999999999996,-9.537517469339167e-05,0.026919500000000002,0.02701487517469339,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.002,0.9699999999999995,9.839889222579626e-05,0.031670000000000004,0.031571601107774204,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0021,1.0199999999999996,5.4496773268360166e-05,0.0332535,0.03319900322673164,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0022,1.0699999999999996,1.0594654310925808e-05,0.03483700000000001,0.03482640534568907,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0023,1.1199999999999997,-3.3307464646510285e-05,0.0364205,0.03645380746464651,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0024,1.1699999999999995,-7.720958360394117e-05,0.038003999999999996,0.038081209583603934,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0028,1.3599999999999994,7.26623643578124e-05,0.044338,0.04426533763564218,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0029,1.4099999999999995,2.8760245400372836e-05,0.0459215,0.04589273975459962,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.003,1.4599999999999995,-1.5141873557056318e-05,0.047505000000000006,0.047520141873557055,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0031,1.5099999999999993,-5.904399251448547e-05,0.0490885,0.04914754399251448,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0035,1.6999999999999993,9.082795544726463e-05,0.055422500000000006,0.05533167204455273,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0036,1.7499999999999993,4.692583648983201e-05,0.057006,0.05695907416351016,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0037,1.7999999999999992,3.0237175324063226e-06,0.0585895,0.05858647628246759,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
