gen_model,embed_model,api_price_per_1k,hourly_price,cost_difference,export_timestamp,export_timestamp_readable
gemma3:12b,embeddinggemma,0.0002055449471370299,0.1,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.00022609944185073285,0.11,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0002466539365644358,0.12,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0002672084312781388,0.13,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0002877629259918418,0.13999999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.00030831742070554474,0.14999999999999997,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.00032887191541924773,0.15999999999999998,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0003494264101329507,0.16999999999999998,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0003699809048466537,0.17999999999999997,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.00039053539956035666,0.18999999999999995,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.00041108989427405965,0.19999999999999996,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.00043164438898776264,0.20999999999999996,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.00045219888370146564,0.21999999999999995,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0004727533784151686,0.22999999999999995,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0004933078731288715,0.23999999999999994,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0005138623678425745,0.24999999999999992,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0005344168625562775,0.2599999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0005549713572699804,0.2699999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0005755258519836835,0.2799999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0005960803466973864,0.2899999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0006166348414110895,0.29999999999999993,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0006371893361247924,0.30999999999999994,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0006577438308384954,0.3199999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0006782983255521983,0.32999999999999985,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0006988528202659012,0.33999999999999986,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0007194073149796043,0.34999999999999987,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0007399618096933073,0.3599999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0007605163044070104,0.3699999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0007810707991207133,0.3799999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0008016252938344164,0.3899999999999999,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0008221797885481191,0.3999999999999998,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.000842734283261822,0.4099999999999998,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0008632887779755251,0.4199999999999998,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0008838432726892281,0.4299999999999998,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0009043977674029311,0.43999999999999984,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0009249522621166341,0.44999999999999984,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0009455067568303372,0.45999999999999985,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0009660612515440402,0.46999999999999986,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
gemma3:12b,embeddinggemma,0.0009866157462577428,0.47999999999999976,0.0,2025-11-23T23:59:39.436106,2025-11-23 23:59:39
