export_timestamp,export_timestamp_readable,gen_model,embed_model,model_combination,hourly_rate_at_$0.0005_per_1k_tokens,hourly_rate_at_$0.001_per_1k_tokens,hourly_rate_at_$0.002_per_1k_tokens,hourly_rate_at_$0.005_per_1k_tokens,hourly_rate_at_$0.01_per_1k_tokens
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:12b,embeddinggemma,gemma3:12b + embeddinggemma,0.23999999999999994,0.48999999999999977,0.9699999999999995,2.429999999999999,4.859999999999998
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:12b,nomic-embed-text:137m-v1.5-fp16,gemma3:12b + nomic-embed-text:137m-v1.5-fp16,0.20999999999999996,0.4299999999999998,0.8499999999999996,2.129999999999999,4.259999999999998
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:12b,qwen3-embedding:8b-fp16,gemma3:12b + qwen3-embedding:8b-fp16,0.17999999999999997,0.34999999999999987,0.6999999999999996,1.7499999999999993,3.4999999999999982
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:12b,snowflake-arctic-embed2:568m,gemma3:12b + snowflake-arctic-embed2:568m,0.20999999999999996,0.4299999999999998,0.8499999999999996,2.129999999999999,4.249999999999997
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:1b,embeddinggemma,gemma3:1b + embeddinggemma,0.9299999999999996,1.8699999999999992,3.729999999999998,,
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:1b,nomic-embed-text:137m-v1.5-fp16,gemma3:1b + nomic-embed-text:137m-v1.5-fp16,1.0399999999999996,2.089999999999999,4.179999999999998,,
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:1b,qwen3-embedding:8b-fp16,gemma3:1b + qwen3-embedding:8b-fp16,0.5199999999999998,1.0299999999999996,2.059999999999999,4.999999999999997,
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:1b,snowflake-arctic-embed2:568m,gemma3:1b + snowflake-arctic-embed2:568m,0.9199999999999996,1.8499999999999992,3.6999999999999984,,
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:27b,embeddinggemma,gemma3:27b + embeddinggemma,0.13999999999999999,0.2799999999999999,0.5599999999999997,1.3899999999999995,2.779999999999999
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:27b,nomic-embed-text:137m-v1.5-fp16,gemma3:27b + nomic-embed-text:137m-v1.5-fp16,0.1,0.19999999999999996,0.3899999999999999,0.9899999999999995,1.969999999999999
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:27b,qwen3-embedding:8b-fp16,gemma3:27b + qwen3-embedding:8b-fp16,0.1,0.17999999999999997,0.3699999999999999,0.9199999999999996,1.8299999999999992
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:27b,snowflake-arctic-embed2:568m,gemma3:27b + snowflake-arctic-embed2:568m,0.1,0.16999999999999998,0.34999999999999987,0.8699999999999996,1.7299999999999993
2025-11-23T23:59:39.436106,2025-11-23 23:59:39,gemma3:4b,embeddinggemma,gemma3:4b + embeddinggemma,0.4999999999999998,0.9999999999999996,1.989999999999999,4.979999999999997,
