export_timestamp,export_timestamp_readable,num_docs_range,cost_api_total_mean,cost_api_total_sum,cost_api_total_count,cost_local_total_mean,cost_local_total_sum,cost_difference_mean,cost_ratio_mean
2025-11-24T04:13:24.925505,2025-11-24 04:13:24,1-10,0.0268,5.3695,200,0.0378,7.565,-0.011,1.4376
2025-11-24T04:13:24.925505,2025-11-24 04:13:24,11-20,,0.0,0,,0.0,,
2025-11-24T04:13:24.925505,2025-11-24 04:13:24,21-30,,0.0,0,,0.0,,
2025-11-24T04:13:24.925505,2025-11-24 04:13:24,31-40,,0.0,0,,0.0,,
2025-11-24T04:13:24.925505,2025-11-24 04:13:24,41-50,,0.0,0,,0.0,,
2025-11-24T04:13:24.925505,2025-11-24 04:13:24,50+,,0.0,0,,0.0,,
