export_timestamp,export_timestamp_readable,total_experiments,api_total_cost_sum,api_total_cost_mean,api_total_cost_min,api_total_cost_max,api_cost_per_1k_tokens_mean,local_total_cost_sum,local_total_cost_mean,local_total_cost_min,local_total_cost_max,local_cost_per_1k_tokens_mean,cost_difference_mean,cost_difference_sum,cost_ratio_mean,api_cheaper_count,local_cheaper_count,api_cheaper_pct,local_cheaper_pct
2025-11-24T04:13:24.925505,2025-11-24 04:13:24,200,5.3694725,0.0268473625,0.002765,0.0721275,0.0026434604881361095,7.564984487144132,0.03782492243572066,0.0019395252741681664,0.18932457270417824,0.003917725992528724,-0.010977559935720662,-2.1955119871441324,1.4376392179502195,102,98,51.0,49.0
