export_timestamp,export_timestamp_readable,gen_model,embed_model,model_combination,hourly_rate_at_$0.0005_per_1k_tokens,hourly_rate_at_$0.001_per_1k_tokens,hourly_rate_at_$0.002_per_1k_tokens,hourly_rate_at_$0.005_per_1k_tokens,hourly_rate_at_$0.01_per_1k_tokens
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:12b,embeddinggemma,gemma3:12b + embeddinggemma,0.32999999999999985,0.6699999999999997,1.3299999999999994,3.3399999999999985,
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:12b,qwen3-embedding:8b-fp16,gemma3:12b + qwen3-embedding:8b-fp16,0.15999999999999998,0.3199999999999999,0.6399999999999997,1.5999999999999994,3.1999999999999984
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:1b,nomic-embed-text:137m-v1.5-fp16,gemma3:1b + nomic-embed-text:137m-v1.5-fp16,1.5999999999999994,3.1999999999999984,4.999999999999997,,
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:1b,snowflake-arctic-embed2:568m,gemma3:1b + snowflake-arctic-embed2:568m,1.2499999999999996,2.4999999999999987,4.9899999999999975,,
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:27b,embeddinggemma,gemma3:27b + embeddinggemma,0.1,0.15999999999999998,0.3199999999999999,0.8099999999999996,1.6099999999999994
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:27b,nomic-embed-text:137m-v1.5-fp16,gemma3:27b + nomic-embed-text:137m-v1.5-fp16,0.18999999999999995,0.3799999999999999,0.7599999999999997,1.9099999999999993,3.8099999999999983
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:27b,qwen3-embedding:8b-fp16,gemma3:27b + qwen3-embedding:8b-fp16,0.1,0.13999999999999999,0.2799999999999999,0.7099999999999996,1.4199999999999995
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:27b,snowflake-arctic-embed2:568m,gemma3:27b + snowflake-arctic-embed2:568m,0.11,0.21999999999999995,0.43999999999999984,1.1099999999999997,2.219999999999999
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:4b,nomic-embed-text:137m-v1.5-fp16,gemma3:4b + nomic-embed-text:137m-v1.5-fp16,0.4299999999999998,0.8599999999999995,1.7199999999999993,4.289999999999997,
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:4b,qwen3-embedding:8b-fp16,gemma3:4b + qwen3-embedding:8b-fp16,0.3899999999999999,0.7699999999999997,1.5399999999999994,3.8499999999999983,
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gemma3:4b,snowflake-arctic-embed2:568m,gemma3:4b + snowflake-arctic-embed2:568m,0.3999999999999998,0.7999999999999996,1.5999999999999994,3.9999999999999982,
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gpt-oss:120b,qwen3-embedding:8b-fp16,gpt-oss:120b + qwen3-embedding:8b-fp16,0.1,0.19999999999999996,0.4099999999999998,1.0199999999999996,2.039999999999999
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gpt-oss:120b,snowflake-arctic-embed2:568m,gpt-oss:120b + snowflake-arctic-embed2:568m,0.12,0.22999999999999995,0.45999999999999985,1.1499999999999995,2.299999999999999
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gpt-oss:20b,qwen3-embedding:8b-fp16,gpt-oss:20b + qwen3-embedding:8b-fp16,0.1,0.19999999999999996,0.4099999999999998,1.0199999999999996,2.039999999999999
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,gpt-oss:20b,snowflake-arctic-embed2:568m,gpt-oss:20b + snowflake-arctic-embed2:568m,0.13,0.2599999999999999,0.5299999999999998,1.3199999999999994,2.629999999999999
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,qwen3:latest,embeddinggemma,qwen3:latest + embeddinggemma,0.1,0.13999999999999999,0.2799999999999999,0.7099999999999996,1.4099999999999995
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,qwen3:latest,qwen3-embedding:8b-fp16,qwen3:latest + qwen3-embedding:8b-fp16,0.1,0.11,0.22999999999999995,0.5699999999999997,1.1299999999999997
2025-11-23T17:09:42.542291,2025-11-23 17:09:42,qwen3:latest,snowflake-arctic-embed2:568m,qwen3:latest + snowflake-arctic-embed2:568m,0.1,0.13,0.2599999999999999,0.6599999999999997,1.3099999999999994
