export_timestamp,export_timestamp_readable,parameter,num_docs,chunk_size,num_questions_per_doc,total_tokens,total_runtime_seconds,tokens_per_second,cost_api_total,cost_local_total,cost_difference,cost_ratio
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,num_docs,1.0,-0.07651309387680669,0.04969482761818804,0.9999834465986457,0.45163327187807845,0.08904946130354667,0.9999834465986454,0.4516332718780784,-0.21452184819025738,0.08904946130354677
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,chunk_size,-0.07651309387680669,1.0,-0.0017616755732923106,-0.07627381833590734,-0.10037236355398954,0.12054821675231757,-0.07627381833590732,-0.1003723635539896,0.08852779522101305,0.12054821675231757
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,num_questions_per_doc,0.04969482761818804,-0.0017616755732923106,1.0,0.04989586365802452,0.17329340569295076,-0.17872481135896745,0.049895863658024425,0.1732934056929508,-0.17573485635492092,-0.17872481135896748
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,total_tokens,0.9999834465986457,-0.07627381833590734,0.04989586365802452,1.0,0.45147301999126693,0.0892616055902532,0.9999999999999997,0.4514730199912674,-0.21434179216716223,0.08926160559025324
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,total_runtime_seconds,0.45163327187807845,-0.10037236355398954,0.17329340569295076,0.45147301999126693,1.0,-0.6034441378609616,0.4514730199912665,0.9999999999999996,-0.9683164663912122,-0.6034441378609614
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,tokens_per_second,0.08904946130354667,0.12054821675231757,-0.17872481135896745,0.0892616055902532,-0.6034441378609616,1.0,0.08926160559025337,-0.603444137860962,0.6855550079788867,1.0000000000000002
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,cost_api_total,0.9999834465986454,-0.07627381833590732,0.049895863658024425,0.9999999999999997,0.4514730199912665,0.08926160559025337,1.0,0.4514730199912668,-0.21434179216716207,0.08926160559025335
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,cost_local_total,0.4516332718780784,-0.1003723635539896,0.1732934056929508,0.4514730199912674,0.9999999999999996,-0.603444137860962,0.4514730199912668,1.0,-0.9683164663912124,-0.603444137860962
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,cost_difference,-0.21452184819025738,0.08852779522101305,-0.17573485635492092,-0.21434179216716223,-0.9683164663912122,0.6855550079788867,-0.21434179216716207,-0.9683164663912124,1.0,0.685555007978887
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,cost_ratio,0.08904946130354677,0.12054821675231757,-0.17872481135896748,0.08926160559025324,-0.6034441378609614,1.0000000000000002,0.08926160559025335,-0.603444137860962,0.685555007978887,1.0
