export_timestamp,export_timestamp_readable,total_experiments,api_total_cost_sum,api_total_cost_mean,api_total_cost_min,api_total_cost_max,api_cost_per_1k_tokens_mean,local_total_cost_sum,local_total_cost_mean,local_total_cost_min,local_total_cost_max,local_cost_per_1k_tokens_mean,cost_difference_mean,cost_difference_sum,cost_ratio_mean,api_cheaper_count,local_cheaper_count,api_cheaper_pct,local_cheaper_pct
2025-11-23T22:25:28.178739,2025-11-23 22:25:28,99,3.3126875000000005,0.0334614898989899,0.006215000000000001,0.060782499999999996,0.0024999999999999996,7.743329323773846,0.07821544771488734,0.004178595095424195,0.28730608954081616,0.006133988232055826,-0.044753957815897416,-4.430641823773844,0.8285036877935552,71,28,71.71717171717171,28.28282828282828
