export_timestamp,export_timestamp_readable,gen_model,embed_model,model_combination,api_price_at_$0.5_per_hour,api_price_at_$1.0_per_hour,api_price_at_$1.5_per_hour,api_price_at_$2.0_per_hour,api_price_at_$3.0_per_hour,api_price_at_$4.0_per_hour,api_price_at_$5.0_per_hour
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gemma3:27b,qwen3-embedding:8b-fp16,gemma3:27b + qwen3-embedding:8b-fp16,0.0011753741099684834,0.002350748219936967,0.0035261223299054498,0.004701496439873934,0.0070522446598109,0.009402992879747867,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gemma3:27b,snowflake-arctic-embed2:568m,gemma3:27b + snowflake-arctic-embed2:568m,0.0009106182428211665,0.001821236485642333,0.0027318547284634993,0.003642472971284666,0.005463709456926999,0.007284945942569332,0.009106182428211665
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gemma3:4b,embeddinggemma,gemma3:4b + embeddinggemma,0.0002899919019588847,0.0005799838039177694,0.0008699757058766542,0.0011599676078355389,0.0017399514117533083,0.0023199352156710778,0.002899919019588847
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gemma3:4b,nomic-embed-text:137m-v1.5-fp16,gemma3:4b + nomic-embed-text:137m-v1.5-fp16,0.00022467754917335244,0.0004493550983467049,0.0006740326475200573,0.0008987101966934098,0.0013480652950401146,0.0017974203933868195,0.002246775491733524
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gemma3:4b,qwen3-embedding:8b-fp16,gemma3:4b + qwen3-embedding:8b-fp16,0.0005729602913652365,0.001145920582730473,0.0017188808740957093,0.002291841165460946,0.0034377617481914187,0.004583682330921892,0.005729602913652364
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gemma3:4b,snowflake-arctic-embed2:568m,gemma3:4b + snowflake-arctic-embed2:568m,0.00029510695511863257,0.0005902139102372651,0.0008853208653558977,0.0011804278204745303,0.0017706417307117954,0.0023608556409490606,0.0029510695511863255
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:120b,embeddinggemma,gpt-oss:120b + embeddinggemma,0.0022026381050648377,0.0044052762101296754,0.006607914315194513,0.008810552420259351,,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:120b,nomic-embed-text:137m-v1.5-fp16,gpt-oss:120b + nomic-embed-text:137m-v1.5-fp16,0.0017139798370836533,0.0034279596741673066,0.005141939511250961,0.006855919348334613,0.009975362651826863,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:120b,qwen3-embedding:8b-fp16,gpt-oss:120b + qwen3-embedding:8b-fp16,0.0021978055693033867,0.004395611138606773,0.00659341670791016,0.008791222277213547,,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:120b,snowflake-arctic-embed2:568m,gpt-oss:120b + snowflake-arctic-embed2:568m,0.0018656477049615542,0.0037312954099231084,0.005596943114884663,0.007462590819846217,,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:20b,embeddinggemma,gpt-oss:20b + embeddinggemma,0.0013639480148122387,0.0027278960296244774,0.0040918440444367155,0.005455792059248955,0.008183688088873433,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:20b,nomic-embed-text:137m-v1.5-fp16,gpt-oss:20b + nomic-embed-text:137m-v1.5-fp16,0.0011874759083513257,0.0023749518167026514,0.003562427725053977,0.004749903633405303,0.007124855450107954,0.009499807266810606,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:20b,qwen3-embedding:8b-fp16,gpt-oss:20b + qwen3-embedding:8b-fp16,0.001367824750110787,0.002735649500221574,0.004103474250332361,0.005471299000443148,0.008206948500664722,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,gpt-oss:20b,snowflake-arctic-embed2:568m,gpt-oss:20b + snowflake-arctic-embed2:568m,0.0010459314619100707,0.0020918629238201414,0.0031377943857302123,0.004183725847640283,0.0062755887714604245,0.008367451695280565,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,qwen3:latest,embeddinggemma,qwen3:latest + embeddinggemma,0.004024239752530975,0.00804847950506195,,,,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,qwen3:latest,nomic-embed-text:137m-v1.5-fp16,qwen3:latest + nomic-embed-text:137m-v1.5-fp16,0.002469257583268675,0.00493851516653735,0.0074077727498060245,0.0098770303330747,,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,qwen3:latest,qwen3-embedding:8b-fp16,qwen3:latest + qwen3-embedding:8b-fp16,0.003393009165946582,0.006786018331893164,0.009975446947882952,,,,
2025-11-24T12:54:05.462112,2025-11-24 12:54:05,qwen3:latest,snowflake-arctic-embed2:568m,qwen3:latest + snowflake-arctic-embed2:568m,0.0025734525327752622,0.005146905065550525,0.007720357598325787,0.009984995827168018,,,
