experiment_name,gen_model,embed_model,num_docs,chunk_size,chunk_overlap,num_questions_per_doc,total_questions,concurrency,total_input_tokens,total_output_tokens,total_tokens,total_runtime_seconds,tokens_per_second,cost_api_total,cost_api_per_1k_tokens,cost_api_per_document,cost_api_per_question,cost_api_input,cost_api_output,cost_local_total,cost_local_per_1k_tokens,cost_local_per_document,cost_local_per_question,cost_local_runtime_hours,cost_difference,cost_ratio,total_cost,cost_per_1k_tokens,cost_per_document,cost_per_question,pricing_mode,nolh_sample_idx,nolh_num_docs,nolh_chunk_size,nolh_num_questions
nolh_docs16_chunk1719_q9_gengemma3_27b_embsnowflake_arctic_embed2_568m,gemma3:27b,snowflake-arctic-embed2:568m,16,1719,50,9,144,3,7829,0,7829,196.82526693194814,39.776397217877815,0.0195725,0.0024999999999999996,0.00122328125,0.00013592013888888887,0.0195725,0.0,0.08201052788831173,0.010475223896833788,0.005125657993019483,0.0005695175547799425,0.054673685258874484,-0.06243802788831173,0.23865838330726685,0.0195725,0.0024999999999999996,0.00122328125,0.00013592013888888887,both,26,16,1719,9
nolh_docs34_chunk3777_q5_genqwen3_latest_embembeddinggemma,qwen3:latest,embeddinggemma,34,3777,50,5,170,3,16575,0,16575,485.30437783896923,34.15382336711542,0.0414375,0.0025,0.00121875,0.00024375000000000002,0.0414375,0.0,0.20221015743290383,0.01219970783908922,0.005947357571555995,0.001189471514311199,0.13480677162193588,-0.1607726574329038,0.20492294020269258,0.0414375,0.0025,0.00121875,0.00024375000000000002,both,27,34,3777,5
nolh_docs40_chunk3046_q2_gengpt_oss_20b_embqwen3_embedding_8b_fp16,gpt-oss:20b,qwen3-embedding:8b-fp16,40,3046,50,2,80,3,19517,0,19517,238.4360103309882,81.85424665052568,0.0487925,0.0025,0.0012198125,0.00060990625,0.0487925,0.0,0.09934833763791176,0.005090348805549611,0.002483708440947794,0.001241854220473897,0.06623222509194117,-0.05055583763791176,0.49112547990315414,0.0487925,0.0025,0.0012198125,0.00060990625,both,28,40,3046,2
nolh_docs26_chunk1966_q6_gengemma3_12b_embsnowflake_arctic_embed2_568m,gemma3:12b,snowflake-arctic-embed2:568m,26,1966,50,6,156,3,12630,0,12630,106.08967036698596,119.05023322544255,0.031575000000000006,0.0025000000000000005,0.0012144230769230771,0.0002024038461538462,0.031575000000000006,0.0,0.04420402931957748,0.0034999231448596584,0.0017001549738299032,0.00028335916230498386,0.02946935287971832,-0.012629029319577476,0.7143013993526555,0.031575000000000006,0.0025000000000000005,0.0012144230769230771,0.0002024038461538462,both,29,26,1966,6
nolh_docs48_chunk3555_q8_gengpt_oss_20b_embqwen3_embedding_8b_fp16,gpt-oss:20b,qwen3-embedding:8b-fp16,48,3555,50,8,384,3,23312,0,23312,413.61342960305046,56.36180629428013,0.058280000000000005,0.0025,0.0012141666666666668,0.00015177083333333335,0.058280000000000005,0.0,0.172338929001271,0.007392713152079231,0.003590394354193146,0.00044879929427414324,0.11489261933418068,-0.11405892900127101,0.3381708377656808,0.058280000000000005,0.0025,0.0012141666666666668,0.00015177083333333335,both,30,48,3555,8
nolh_docs26_chunk1593_q3_gengemma3_4b_embembeddinggemma,gemma3:4b,embeddinggemma,26,1593,50,3,78,3,12630,0,12630,33.69009297489538,374.8876564220649,0.031575000000000006,0.0025000000000000005,0.0012144230769230771,0.0004048076923076924,0.031575000000000006,0.0,0.01403753873953974,0.001111444080723653,0.0005399053361361439,0.00017996844537871462,0.00935835915969316,0.017537461260460265,2.24932593853239,0.031575000000000006,0.0025000000000000005,0.0012144230769230771,0.0004048076923076924,both,31,26,1593,3
nolh_docs17_chunk2243_q10_gengemma3_27b_embqwen3_embedding_8b_fp16,gemma3:27b,qwen3-embedding:8b-fp16,17,2243,50,10,170,3,8337,0,8337,241.1912091159611,34.565936422631786,0.0208425,0.0024999999999999996,0.0012260294117647059,0.00012260294117647058,0.0208425,0.0,0.10049633713165046,0.012054256582901577,0.005911549243038263,0.0005911549243038263,0.06699755808776697,-0.07965383713165046,0.20739561853579072,0.0208425,0.0024999999999999996,0.0012260294117647059,0.00012260294117647058,both,32,17,2243,10
nolh_docs35_chunk562_q8_gengpt_oss_20b_embqwen3_embedding_8b_fp16,gpt-oss:20b,qwen3-embedding:8b-fp16,35,562,50,8,280,3,17064,0,17064,311.12885382604145,54.845443584415456,0.042660000000000003,0.0025,0.001218857142857143,0.00015235714285714288,0.042660000000000003,0.0,0.1296370224275173,0.0075971063307265175,0.003703914926500494,0.00046298936581256174,0.08642468161834485,-0.08697702242751729,0.3290726615064927,0.042660000000000003,0.0025,0.001218857142857143,0.00015235714285714288,both,33,35,562,8
nolh_docs28_chunk1435_q2_genqwen3_latest_embqwen3_embedding_8b_fp16,qwen3:latest,qwen3-embedding:8b-fp16,28,1435,50,2,56,3,13627,0,13627,365.2254543829622,37.311200072356456,0.0340675,0.0025,0.0012166964285714285,0.0006083482142857143,0.0340675,0.0,0.15217727265956757,0.01116733489833181,0.005434902594984556,0.002717451297492278,0.10145151510637838,-0.11810977265956757,0.22386720043413877,0.0340675,0.0025,0.0012166964285714285,0.0006083482142857143,both,34,28,1435,2
nolh_docs35_chunk1662_q2_gengemma3_27b_embqwen3_embedding_8b_fp16,gemma3:27b,qwen3-embedding:8b-fp16,35,1662,50,2,70,3,17064,0,17064,168.6419163109531,101.18480845851082,0.042660000000000003,0.0025,0.001218857142857143,0.0006094285714285715,0.042660000000000003,0.0,0.07026746512956379,0.004117877703326523,0.00200764186084468,0.00100382093042234,0.04684497675304253,-0.027607465129563788,0.6071088507510649,0.042660000000000003,0.0025,0.001218857142857143,0.0006094285714285715,both,35,35,1662,2
nolh_docs15_chunk1084_q10_gengpt_oss_20b_embqwen3_embedding_8b_fp16,gpt-oss:20b,qwen3-embedding:8b-fp16,15,1084,50,10,150,3,7322,0,7322,156.48080329902587,46.79168208261353,0.018305000000000002,0.0025,0.0012203333333333335,0.00012203333333333335,0.018305000000000002,0.0,0.06520033470792745,0.00890471656759457,0.0043466889805284965,0.0004346688980528497,0.043466889805284965,-0.04689533470792745,0.28075009249568117,0.018305000000000002,0.0025,0.0012203333333333335,0.00012203333333333335,both,36,15,1084,10
nolh_docs49_chunk2414_q9_gengemma3_27b_embqwen3_embedding_8b_fp16,gemma3:27b,qwen3-embedding:8b-fp16,49,2414,50,9,441,3,23806,0,23806,600.0268888219725,39.67488864830393,0.059515000000000005,0.0025,0.001214591836734694,0.00013495464852607712,0.059515000000000005,0.0,0.2500112036758219,0.010502024854062922,0.005102269462771876,0.0005669188291968751,0.16667413578388127,-0.1904962036758219,0.23804933188982355,0.059515000000000005,0.0025,0.001214591836734694,0.00013495464852607712,both,37,49,2414,9
nolh_docs39_chunk1295_q5_gengemma3_12b_embqwen3_embedding_8b_fp16,gemma3:12b,qwen3-embedding:8b-fp16,39,1295,50,5,195,3,19023,0,19023,168.49910444499983,112.89674246434551,0.0475575,0.0025,0.001219423076923077,0.0002438846153846154,0.0475575,0.0,0.0702079601854166,0.003690688124134816,0.0018002041073183744,0.00036004082146367486,0.04680530679027773,-0.022650460185416596,0.677380454786073,0.0475575,0.0025,0.001219423076923077,0.0002438846153846154,both,38,39,1295,5
nolh_docs40_chunk1694_q5_gengemma3_12b_embqwen3_embedding_8b_fp16,gemma3:12b,qwen3-embedding:8b-fp16,40,1694,50,5,200,3,19517,0,19517,166.53695039491868,117.19321119858513,0.0487925,0.0025,0.0012198125,0.0002439625,0.0487925,0.0,0.06939039599788278,0.003555382282004549,0.0017347598999470696,0.0003469519799894139,0.04626026399858852,-0.02059789599788278,0.7031592671915108,0.0487925,0.0025,0.0012198125,0.0002439625,both,39,40,1694,5
nolh_docs15_chunk1305_q7_gengemma3_4b_embsnowflake_arctic_embed2_568m,gemma3:4b,snowflake-arctic-embed2:568m,15,1305,50,7,105,3,7322,0,7322,28.895097567990888,253.3993866181331,0.018305000000000002,0.0025,0.0012203333333333335,0.00017433333333333336,0.018305000000000002,0.0,0.012039623986662869,0.0016443081107160432,0.0008026415991108579,0.00011466308558726542,0.00802641599110858,0.006265376013337133,1.5203963197087988,0.018305000000000002,0.0025,0.0012203333333333335,0.00017433333333333336,both,40,15,1305,7
nolh_docs12_chunk3696_q8_genqwen3_latest_embqwen3_embedding_8b_fp16,qwen3:latest,qwen3-embedding:8b-fp16,12,3696,50,8,96,3,5823,0,5823,207.38892529103032,28.077680579271743,0.014557500000000001,0.0025,0.001213125,0.000151640625,0.014557500000000001,0.0,0.08641205220459597,0.014839782277965992,0.007201004350382997,0.0009001255437978747,0.05760803480306398,-0.07185455220459597,0.16846608347563044,0.014557500000000001,0.0025,0.001213125,0.000151640625,both,41,12,3696,8
nolh_docs34_chunk1807_q5_gengpt_oss_20b_embsnowflake_arctic_embed2_568m,gpt-oss:20b,snowflake-arctic-embed2:568m,34,1807,50,5,170,3,16575,0,16575,217.9739941979933,76.04118124726547,0.0414375,0.0025,0.00121875,0.00024375000000000002,0.0414375,0.0,0.09082249758249722,0.005479487033634825,0.0026712499288969772,0.0005342499857793954,0.06054833172166481,-0.04938499758249722,0.4562470874835928,0.0414375,0.0025,0.00121875,0.00024375000000000002,both,42,34,1807,5
nolh_docs43_chunk551_q4_gengpt_oss_120b_embsnowflake_arctic_embed2_568m,gpt-oss:120b,snowflake-arctic-embed2:568m,43,551,50,4,172,3,20825,0,20825,362.39780039002653,57.46447681963668,0.0520625,0.0024999999999999996,0.0012107558139534884,0.0003026889534883721,0.0520625,0.0,0.1509990834958444,0.007250856350340667,0.003511606592926614,0.0008779016482316535,0.10066605566389626,-0.0989365834958444,0.34478686091782,0.0520625,0.0024999999999999996,0.0012107558139534884,0.0003026889534883721,both,43,43,551,4
nolh_docs38_chunk275_q3_gengemma3_12b_embembeddinggemma,gemma3:12b,embeddinggemma,38,275,27,3,114,3,18546,0,18546,99.51296420690778,186.36767729518215,0.046364999999999996,0.0024999999999999996,0.0012201315789473683,0.00040671052631578947,0.046364999999999996,0.0,0.04146373508621158,0.0022357238804168868,0.0010911509233213575,0.00036371697444045247,0.027642490057474385,0.004901264913788415,1.1182060637710927,0.046364999999999996,0.0024999999999999996,0.0012201315789473683,0.00040671052631578947,both,44,38,275,3
nolh_docs17_chunk2464_q9_gengemma3_12b_embqwen3_embedding_8b_fp16,gemma3:12b,qwen3-embedding:8b-fp16,17,2464,50,9,153,3,8337,0,8337,114.32405435392866,72.92428568173418,0.0208425,0.0024999999999999996,0.0012260294117647059,0.00013622549019607844,0.0208425,0.0,0.04763502264747028,0.005713688694670778,0.0028020601557335457,0.0003113400173037273,0.031756681764980185,-0.026792522647470278,0.43754571409040505,0.0208425,0.0024999999999999996,0.0012260294117647059,0.00013622549019607844,both,45,17,2464,9
nolh_docs9_chunk3872_q1_gengemma3_12b_embsnowflake_arctic_embed2_568m,gemma3:12b,snowflake-arctic-embed2:568m,9,3872,50,1,9,3,4447,0,4447,15.296101048981654,290.7276818948618,0.0111175,0.0025,0.0012352777777777778,0.0012352777777777778,0.0111175,0.0,0.006373375437075689,0.0014331853917417784,0.0007081528263417432,0.0007081528263417432,0.004248916958050459,0.004744124562924312,1.744366091369171,0.0111175,0.0025,0.0012352777777777778,0.0012352777777777778,both,46,9,3872,1
nolh_docs44_chunk987_q2_gengpt_oss_120b_embqwen3_embedding_8b_fp16,gpt-oss:120b,qwen3-embedding:8b-fp16,44,987,50,2,88,3,21320,0,21320,299.503842858001,71.18439548739985,0.0533,0.0025,0.0012113636363636363,0.0006056818181818181,0.0533,0.0,0.12479326785750042,0.005853342770051615,0.0028362106331250095,0.0014181053165625047,0.08319551190500028,-0.07149326785750042,0.42710637292439907,0.0533,0.0025,0.0012113636363636363,0.0006056818181818181,both,47,44,987,2
nolh_docs31_chunk2210_q2_gengemma3_27b_embqwen3_embedding_8b_fp16,gemma3:27b,qwen3-embedding:8b-fp16,31,2210,50,2,62,3,15103,0,15103,154.92068528298114,97.48859535711817,0.0377575,0.0024999999999999996,0.001217983870967742,0.000608991935483871,0.0377575,0.0,0.06455028553457548,0.0042740042067520015,0.0020822672753088864,0.0010411336376544432,0.04303352368971698,-0.02679278553457548,0.584931572142709,0.0377575,0.0024999999999999996,0.001217983870967742,0.000608991935483871,both,48,31,2210,2
nolh_docs45_chunk2967_q6_gengemma3_1b_embnomic_embed_text_137m_v1.5_fp16,gemma3:1b,nomic-embed-text:137m-v1.5-fp16,45,2967,50,6,268,3,21825,0,21825,37.51113521703519,581.8272327329743,0.0545625,0.0025,0.0012125,0.00020359141791044777,0.0545625,0.0,0.015629639673764663,0.0007161346929559984,0.00034732532608365915,5.8319551021509937e-05,0.010419759782509775,0.03893286032623534,3.4909633963978455,0.0545625,0.0025,0.0012125,0.00020359141791044777,both,49,45,2967,6
nolh_docs17_chunk3331_q7_genqwen3_latest_embsnowflake_arctic_embed2_568m,qwen3:latest,snowflake-arctic-embed2:568m,17,3331,50,7,119,3,8337,0,8337,267.9920609449764,31.109130511562938,0.0208425,0.0024999999999999996,0.0012260294117647059,0.00017514705882352942,0.0208425,0.0,0.1116633587270735,0.01339370981493025,0.006568432866298442,0.0009383475523283487,0.07444223915138233,-0.0908208587270735,0.18665478306937763,0.0208425,0.0024999999999999996,0.0012260294117647059,0.00017514705882352942,both,50,17,3331,7
nolh_docs10_chunk1985_q9_gengemma3_12b_embqwen3_embedding_8b_fp16,gemma3:12b,qwen3-embedding:8b-fp16,10,1985,50,9,90,3,4907,0,4907,69.85278278897749,70.24773823004094,0.0122675,0.0025,0.00122675,0.00013630555555555556,0.0122675,0.0,0.029105326162073956,0.0059313890691000525,0.0029105326162073954,0.00032339251291193285,0.01940355077471597,-0.016837826162073955,0.42148642938024566,0.0122675,0.0025,0.00122675,0.00013630555555555556,both,51,10,1985,9
