export_timestamp,export_timestamp_readable,parameter,min_value,max_value,range_coverage_pct,unique_values,avg_spacing,spacing_efficiency_pct
2025-11-23T16:40:16.336952,2025-11-23 16:40:16,num_docs,6,50,97.77777777777777,27,1.6923076923076923,102.27272727272727
2025-11-23T16:40:16.336952,2025-11-23 16:40:16,chunk_size,326,3959,97.03525641025641,30,125.27586206896552,103.05532617671345
2025-11-23T16:40:16.336952,2025-11-23 16:40:16,num_questions_per_doc,1,10,100.0,10,1.0,100.0
