export_timestamp,export_timestamp_readable,total_experiments,api_total_cost_sum,api_total_cost_mean,api_total_cost_min,api_total_cost_max,api_cost_per_1k_tokens_mean,local_total_cost_sum,local_total_cost_mean,local_total_cost_min,local_total_cost_max,local_cost_per_1k_tokens_mean,cost_difference_mean,cost_difference_sum,cost_ratio_mean,api_cheaper_count,local_cheaper_count,api_cheaper_pct,local_cheaper_pct
2025-11-23T15:20:34.287572,2025-11-23 15:20:34,30,1.004495,0.03348316666666666,0.007422499999999999,0.060782499999999996,0.0025000000000000005,2.4699668841408067,0.08233222947136022,0.005859391594597886,0.24030439029913397,0.0061269095128506455,-0.04884906280469356,-1.4654718841408068,0.9066723763678096,21,9,70.0,30.0
