experiment_name,gen_model,embed_model,num_docs,chunk_size,chunk_overlap,num_questions_per_doc,total_questions,concurrency,total_input_tokens,total_output_tokens,total_tokens,total_runtime_seconds,tokens_per_second,cost_api_total,cost_api_per_1k_tokens,cost_api_per_document,cost_api_per_question,cost_api_input,cost_api_output,cost_local_total,cost_local_per_1k_tokens,cost_local_per_document,cost_local_per_question,cost_local_runtime_hours,cost_difference,cost_ratio,total_cost,cost_per_1k_tokens,cost_per_document,cost_per_question,pricing_mode,nolh_sample_idx,nolh_num_docs,nolh_chunk_size,nolh_num_questions
nolh_docs10_chunk2574_q4,gemma3:1b,embeddinggemma,10,2574,50,4,40,1,25827,540,26367,18.908174957992742,1394.476201885064,0.0699675,0.002653601092274434,0.00699675,0.0017491875,0.0645675,0.0054,0.007878406232496976,0.00029879797597364034,0.0007878406232496976,0.0001969601558124244,0.00525227082166465,0.062089093767503024,8.880920573934985,0.0699675,0.002653601092274434,0.00699675,0.0017491875,both,28,10,2574,4
nolh_docs32_chunk3994_q9,gemma3:1b,embeddinggemma,32,3994,50,9,283,1,162821,3830,166651,97.65885928600609,1706.4606449266612,0.4453525,0.002672366202423028,0.013917265625,0.0015736837455830389,0.4070525,0.0383,0.040691191369169204,0.0002441701002044345,0.0012715997302865376,0.00014378512851296539,0.02712746091277947,0.4046613086308308,10.94469060784083,0.4453525,0.002672366202423028,0.013917265625,0.0015736837455830389,both,29,32,3994,9
nolh_docs38_chunk3225_q9,gemma3:1b,embeddinggemma,38,3225,50,9,337,1,193869,4540,198409,116.23388670400892,1706.9806889040117,0.5300725000000001,0.002671615198907308,0.013949276315789474,0.0015729154302670625,0.4846725,0.0454,0.048430786126670386,0.00024409571202249083,0.001274494371754484,0.00014371153153314655,0.03228719075111359,0.48164171387332966,10.94494932652134,0.5300725000000001,0.002671615198907308,0.013949276315789474,0.0015729154302670625,both,30,38,3225,9
nolh_docs26_chunk1817_q3,gemma3:1b,embeddinggemma,26,1817,50,3,78,1,53031,1164,54195,42.451439295029544,1276.6351600791415,0.1442175,0.0026610849709382783,0.005546826923076923,0.0018489423076923077,0.1325775,0.01164,0.01768809970626231,0.0003263788118140476,0.0006803115271639351,0.000226770509054645,0.01179206647084154,0.1265294002937377,8.153363130859168,0.1442175,0.0026610849709382783,0.005546826923076923,0.0018489423076923077,both,31,26,1817,3
nolh_docs36_chunk2312_q4,gemma3:1b,embeddinggemma,36,2312,50,4,142,1,91251,2047,93298,66.10800008103251,1411.2966643316859,0.24859750000000003,0.0026645533666316535,0.006905486111111112,0.00175068661971831,0.2281275,0.020470000000000002,0.027545000033763548,0.0002952367685669955,0.0007651388898267652,0.00019397887347720808,0.018363333355842365,0.2210524999662365,9.025140667826438,0.24859750000000003,0.0026645533666316535,0.006905486111111112,0.00175068661971831,both,32,36,2312,4
nolh_docs46_chunk1270_q2,gemma3:1b,embeddinggemma,46,1270,50,2,91,1,69410,1338,70748,59.974263212985534,1179.6393354388347,0.186905,0.0026418414654831228,0.004063152173913043,0.0020539010989010986,0.17352499999999998,0.013380000000000001,0.024989276338743975,0.00035321530416045646,0.0005432451377987821,0.0002746074322938898,0.01665951755916265,0.161915723661256,7.479408265625443,0.186905,0.0026418414654831228,0.004063152173913043,0.0020539010989010986,both,33,46,1270,2
nolh_docs35_chunk3028_q1,gemma3:1b,embeddinggemma,35,3028,50,1,35,1,35253,2360,37613,70.47247783301282,533.7260893412237,0.1117325,0.002970581979634701,0.0031923571428571426,0.0031923571428571426,0.0881325,0.0236,0.02936353243042201,0.0007806750971850692,0.0008389580694406288,0.0008389580694406288,0.019575688286948004,0.08236896756957798,3.805145047339054,0.1117325,0.002970581979634701,0.0031923571428571426,0.0031923571428571426,both,34,35,3028,1
nolh_docs21_chunk2186_q6,gemma3:1b,embeddinggemma,21,2186,50,6,124,1,74696,1696,76392,49.817493249007356,1533.437253017988,0.2037,0.0026665095821551995,0.0097,0.001642741935483871,0.18674,0.01696,0.020757288853753064,0.00027172071491455993,0.0009884423263691936,0.0001673974907560731,0.01383819256916871,0.18294271114624694,9.813420309134909,0.2037,0.0026665095821551995,0.0097,0.001642741935483871,both,35,21,2186,6
nolh_docs21_chunk3554_q1,gemma3:1b,embeddinggemma,21,3554,50,1,21,1,21153,1458,22611,44.176978702998895,511.8276682525843,0.0674625,0.0029836141700942016,0.0032124999999999996,0.0032124999999999996,0.0528825,0.01458,0.018407074459582874,0.0008140760894955055,0.0008765273552182321,0.0008765273552182321,0.012271382973055248,0.04905542554041712,3.665031080747243,0.0674625,0.0029836141700942016,0.0032124999999999996,0.0032124999999999996,both,36,21,3554,1
nolh_docs13_chunk2154_q4,gemma3:1b,embeddinggemma,13,2154,50,4,52,1,33331,768,34099,25.551209291013947,1334.5356617618959,0.09100750000000002,0.002668919909674771,0.0070005769230769245,0.0017501442307692311,0.08332750000000001,0.00768,0.010646337204589145,0.0003122184581538797,0.0008189490157376265,0.00020473725393440663,0.007097558136392763,0.08036116279541088,8.548245114833568,0.09100750000000002,0.002668919909674771,0.0070005769230769245,0.0017501442307692311,both,37,13,2154,4
nolh_docs29_chunk935_q5,gemma3:1b,embeddinggemma,29,935,50,5,142,1,87885,2023,89908,61.113703419010555,1471.1594122118354,0.2399425,0.002668755839302398,0.008273879310344828,0.0016897359154929579,0.2197125,0.02023,0.0254640430912544,0.00028322332930611735,0.0008780704514225655,0.00017932424712150985,0.016976028727502934,0.21447845690874562,9.422796652524045,0.2399425,0.002668755839302398,0.008273879310344828,0.0016897359154929579,both,38,29,935,5
nolh_docs5_chunk1363_q9,gemma3:1b,embeddinggemma,5,1363,50,9,45,1,26300,567,26867,16.477314498981272,1630.5448319057746,0.07142,0.0026582796739494548,0.014284,0.001587111111111111,0.06575,0.00567,0.006865547707908863,0.00025553830751140293,0.0013731095415817727,0.00015256772684241917,0.004577031805272576,0.06455445229209114,10.402666041884283,0.07142,0.0026582796739494548,0.014284,0.001587111111111111,both,39,5,1363,9
nolh_docs19_chunk718_q2,gemma3:1b,embeddinggemma,19,718,50,2,37,1,28512,576,29088,26.148270996018255,1112.4253685618216,0.07704,0.0026485148514851487,0.004054736842105263,0.002082162162162162,0.07128,0.0057599999999999995,0.010895112915007606,0.0003745569621496014,0.0005734269955267161,0.0002944625112164218,0.007263408610005071,0.06614488708499239,7.071060263531579,0.07704,0.0026485148514851487,0.004054736842105263,0.002082162162162162,both,40,19,718,2
nolh_docs43_chunk3399_q7,gemma3:1b,embeddinggemma,43,3399,50,7,295,1,173069,3925,176994,108.25103570598739,1635.0328553042234,0.47192249999999997,0.002666319197260924,0.010974941860465116,0.001599737288135593,0.43267249999999996,0.03925,0.04510459821082808,0.00025483687701745864,0.0010489441444378623,0.00015289694308755282,0.030069732140552054,0.4268179017891719,10.462846776599983,0.47192249999999997,0.002666319197260924,0.010974941860465116,0.001599737288135593,both,41,43,3399,7
nolh_docs14_chunk3433_q8,gemma3:1b,embeddinggemma,14,3433,50,8,109,1,63485,1500,64985,40.58604246000323,1601.1662153076759,0.1737125,0.002673116873124567,0.012408035714285713,0.0015936926605504586,0.1587125,0.015,0.016910851025001346,0.0002602269912287658,0.001207917930357239,0.00015514542224771876,0.01127390068333423,0.15680164897499865,10.272250624358284,0.1737125,0.002673116873124567,0.012408035714285713,0.0015936926605504586,both,42,14,3433,8
nolh_docs13_chunk2721_q3,gemma3:1b,embeddinggemma,13,2721,50,3,39,1,26581,528,27109,21.170993996995097,1280.4783754531181,0.0717325,0.0026460769486148514,0.0055178846153846155,0.001839294871794872,0.0664525,0.00528,0.008821247498747957,0.00032539922161451757,0.000678557499903689,0.00022618583330122967,0.005880831665831972,0.06291125250125204,8.131786349967093,0.0717325,0.0026460769486148514,0.0055178846153846155,0.001839294871794872,both,43,13,2721,3
nolh_docs47_chunk3912_q2,gemma3:1b,embeddinggemma,47,3912,50,2,94,1,71481,1402,72883,61.453553788000136,1185.9851140819078,0.1927225,0.002644272326880068,0.004100478723404255,0.0020502393617021276,0.1787025,0.01402,0.025605647411666724,0.000351325376448098,0.0005448010087588665,0.00027240050437943325,0.017070431607777815,0.16711685258833325,7.526562281420374,0.1927225,0.002644272326880068,0.004100478723404255,0.0020502393617021276,both,44,47,3912,2
nolh_docs15_chunk2878_q6,gemma3:1b,embeddinggemma,15,2878,50,6,88,1,53120,1242,54362,36.2747838330397,1498.6167870829916,0.14522000000000002,0.0026713513115779407,0.009681333333333335,0.0016502272727272728,0.1328,0.01242,0.01511449326376654,0.0002780341647431393,0.0010076328842511027,0.00017175560527007432,0.010076328842511027,0.13010550673623347,9.607996607344488,0.14522000000000002,0.0026713513115779407,0.009681333333333335,0.0016502272727272728,both,45,15,2878,6
nolh_docs23_chunk328_q6,gemma3:1b,embeddinggemma,23,328,32,6,136,1,82017,1874,83891,53.95834624899727,1554.7363073893127,0.2237825,0.0026675388301486453,0.009729673913043479,0.0016454595588235293,0.2050425,0.018740000000000003,0.02248264427041553,0.0002679982867103209,0.0009775062726267623,0.0001653135608118789,0.014988429513610353,0.20129985572958448,9.953566729446989,0.2237825,0.0026675388301486453,0.009729673913043479,0.0016454595588235293,both,46,23,328,6
nolh_docs18_chunk2055_q5,gemma3:1b,embeddinggemma,18,2055,50,5,89,1,55057,1322,56379,39.928460459996124,1412.0003463816363,0.1508625,0.002675863353376257,0.00838125,0.0016950842696629215,0.1376425,0.01322,0.016636858524998386,0.0002950896348817536,0.0009242699180554659,0.0001869309946629032,0.01109123901666559,0.13422564147500163,9.067967956409285,0.1508625,0.002675863353376257,0.00838125,0.0016950842696629215,both,47,18,2055,5
nolh_docs40_chunk3878_q4,gemma3:1b,embeddinggemma,40,3878,50,4,158,1,101656,2272,103928,73.58030754202628,1412.443131481073,0.27686000000000005,0.0026639596643830347,0.0069215000000000014,0.0017522784810126586,0.25414000000000003,0.022719999999999997,0.030658461475844286,0.00029499712758683207,0.0007664615368961072,0.000194040895416736,0.020438974317229523,0.24620153852415577,9.03045967320106,0.27686000000000005,0.0026639596643830347,0.0069215000000000014,0.0017522784810126586,both,48,40,3878,4
nolh_docs15_chunk1700_q7,gemma3:1b,embeddinggemma,15,1700,50,7,103,1,60925,1419,62344,40.036895708006384,1557.1636835853074,0.1665025,0.0026707060823816246,0.011100166666666666,0.001616529126213592,0.1523125,0.014190000000000001,0.016682039878335993,0.000267580519028872,0.0011121359918890663,0.0001619615522168543,0.011121359918890662,0.149820460121664,9.980943650436133,0.1665025,0.0026707060823816246,0.011100166666666666,0.001616529126213592,both,49,15,1700,7
nolh_docs29_chunk1458_q4,gemma3:1b,embeddinggemma,29,1458,50,4,114,1,73332,1665,74997,53.33076200293726,1406.261549307498,0.19998,0.002666506660266411,0.006895862068965517,0.0017542105263157893,0.18333,0.01665,0.022221150834557193,0.00029629386288194454,0.0007662465805019722,0.00019492237574172976,0.014814100556371461,0.1777588491654428,8.999533889532012,0.19998,0.002666506660266411,0.006895862068965517,0.0017542105263157893,both,50,29,1458,4
nolh_docs6_chunk3472_q10,gemma3:1b,embeddinggemma,6,3472,50,10,55,1,32009,695,32704,19.54543829201431,1673.229298386309,0.0869725,0.002659384173189824,0.014495416666666665,0.0015813181818181818,0.0800225,0.00695,0.00814393262167263,0.00024901946617149676,0.001357322103612105,0.00014807150221222962,0.005429288414448419,0.07882856737832736,10.67942283419055,0.0869725,0.002659384173189824,0.014495416666666665,0.0015813181818181818,both,51,6,3472,10
nolh_docs9_chunk1542_q6,gemma3:1b,embeddinggemma,9,1542,50,6,53,1,32353,724,33077,21.859229667999884,1513.182326293136,0.0881225,0.0026641624089246306,0.00979138888888889,0.0016626886792452831,0.08088250000000001,0.00724,0.009108012361666619,0.0002753578728925422,0.0010120013735185132,0.0001718492898427664,0.006072008241111079,0.07901448763833338,9.675272331742313,0.0881225,0.0026641624089246306,0.00979138888888889,0.0016626886792452831,both,52,9,1542,6
nolh_docs25_chunk3547_q3,gemma3:1b,embeddinggemma,25,3547,50,3,75,1,50891,1092,51983,40.01395667197357,1299.1217146093866,0.1381475,0.0026575515072235155,0.0055259,0.0018419666666666668,0.1272275,0.010920000000000001,0.016672481946655653,0.0003207295066974906,0.0006668992778662261,0.00022229975928874204,0.011114987964437101,0.12147501805334435,8.285958889744736,0.1381475,0.0026575515072235155,0.0055259,0.0018419666666666668,both,53,25,3547,3
nolh_docs14_chunk1041_q3,gemma3:1b,embeddinggemma,14,1041,50,3,42,1,28653,594,29247,23.332961372034333,1253.4628388428193,0.0775725,0.0026523233152118166,0.005540892857142857,0.0018469642857142858,0.0716325,0.00594,0.00972206723834764,0.0003324124607087099,0.0006944333741676885,0.00023147779138922952,0.006481378158898426,0.06785043276165237,7.979012909314563,0.0775725,0.0026523233152118166,0.005540892857142857,0.0018469642857142858,both,54,14,1041,3
nolh_docs44_chunk2846_q10,gemma3:1b,embeddinggemma,44,2846,50,10,435,1,246070,5665,251735,143.6231386289802,1752.7468234091707,0.671825,0.002668778675988639,0.01526875,0.0015444252873563218,0.615175,0.05665,0.05984297442874175,0.00023772210629726399,0.0013600676006532216,0.000137570056158027,0.039895316285827834,0.6119820255712582,11.226464032130925,0.671825,0.002668778675988639,0.01526875,0.0015444252873563218,both,55,44,2846,10
nolh_docs13_chunk894_q3,gemma3:1b,embeddinggemma,13,894,50,3,39,1,26581,570,27151,21.980947872012617,1235.2060592696362,0.0721525,0.0026574527641707486,0.005550192307692307,0.0018500641025641024,0.0664525,0.005699999999999999,0.009158728280005258,0.0003373256336785112,0.0007045175600004044,0.0002348391866668015,0.0061058188533368385,0.06299377171999473,7.878004215663724,0.0721525,0.0026574527641707486,0.005550192307692307,0.0018500641025641024,both,56,13,894,3
