export_timestamp,export_timestamp_readable,num_docs_range,cost_api_total_mean,cost_api_total_sum,cost_api_total_count,cost_local_total_mean,cost_local_total_sum,cost_difference_mean,cost_ratio_mean
2025-11-23T16:47:59.732137,2025-11-23 16:47:59,1-10,0.0091,0.0272,3,0.0169,0.0507,-0.0079,0.7944
2025-11-23T16:47:59.732137,2025-11-23 16:47:59,11-20,0.0188,0.1501,8,0.045,0.3597,-0.0262,0.6866
2025-11-23T16:47:59.732137,2025-11-23 16:47:59,21-30,0.0317,0.19,6,0.0998,0.5988,-0.0681,1.0942
2025-11-23T16:47:59.732137,2025-11-23 16:47:59,31-40,0.0425,0.2548,6,0.101,0.6058,-0.0585,0.6868
2025-11-23T16:47:59.732137,2025-11-23 16:47:59,41-50,0.0546,0.3825,7,0.1221,0.855,-0.0675,1.234
2025-11-23T16:47:59.732137,2025-11-23 16:47:59,50+,,0.0,0,,0.0,,
